# energy, temperature
9.363112711778973107e+01,7.125000000000000000e+02
9.559150761591010337e+01,6.768750000000000000e+02
9.628089679036995108e+01,6.430312500000000000e+02
1.013260926312189127e+02,6.108796874999999318e+02
8.938316375085111076e+01,5.803357031249998954e+02
8.781206697817428619e+01,5.513189179687499291e+02
9.402629745831229968e+01,5.237529720703123530e+02
9.634034827289102054e+01,4.975653234667967126e+02
9.204812536210735630e+01,4.726870572934568600e+02
9.152413653777490765e+01,4.490527044287840113e+02
8.946062905082041539e+01,4.266000692073448022e+02
8.710563157198708950e+01,4.266000692073448022e+02
8.201410519988263559e+01,4.266000692073448022e+02
8.611224163485769623e+01,4.266000692073448022e+02
1.337670595298451701e+02,4.266000692073448022e+02
3.725107736135354344e+02,4.266000692073448022e+02
3.818403471357406715e+02,4.266000692073448022e+02
3.631293287851680134e+02,4.266000692073448022e+02
3.948313488706725138e+02,4.266000692073448022e+02
2.496078064541746073e+02,4.266000692073448022e+02
2.496270956002786647e+02,4.266000692073448022e+02
2.505815139120368826e+02,4.266000692073448022e+02
2.512832594394414798e+02,4.266000692073448022e+02
2.507152421757457716e+02,4.266000692073448022e+02
2.502531661405581076e+02,4.266000692073448022e+02
1.018528293694612756e+02,4.266000692073448022e+02
1.028550542042331131e+02,4.266000692073448022e+02
1.079528549602661087e+02,4.266000692073448022e+02
7.384636310921173674e+01,4.266000692073448022e+02
7.616324974942415338e+01,4.266000692073448022e+02
7.493706662384965966e+01,4.266000692073448022e+02
7.490181482403117741e+01,4.266000692073448022e+02
6.946790409523048027e+01,4.266000692073448022e+02
6.823221364579741532e+01,4.266000692073448022e+02
6.897849721477125229e+01,4.266000692073448022e+02
6.897849721477125229e+01,4.266000692073448022e+02
7.058230921800702617e+01,4.266000692073448022e+02
7.528016243231529359e+01,4.266000692073448022e+02
7.339636827115688789e+01,4.266000692073448022e+02
7.339636827115688789e+01,4.266000692073448022e+02
6.771098213165835489e+01,4.266000692073448022e+02
6.408292032334671262e+01,4.266000692073448022e+02
6.559778904196227245e+01,4.266000692073448022e+02
7.086124126364663312e+01,4.266000692073448022e+02
7.233085181244086925e+01,4.266000692073448022e+02
8.367927320245865985e+01,4.266000692073448022e+02
8.422353856770118341e+01,4.266000692073448022e+02
8.230019457893959611e+01,4.266000692073448022e+02
8.097686118020136803e+01,4.266000692073448022e+02
6.482257796728900701e+01,4.266000692073448022e+02
6.264584628499704166e+01,4.266000692073448022e+02
6.127876974237721441e+01,4.266000692073448022e+02
6.516765871338984084e+01,4.266000692073448022e+02
6.622930507836673542e+01,4.266000692073448022e+02
6.240150713590283260e+01,4.266000692073448022e+02
6.254912839109248779e+01,4.266000692073448022e+02
6.229049556747263239e+01,4.266000692073448022e+02
6.231165556993252608e+01,4.266000692073448022e+02
6.467946718985849941e+01,4.266000692073448022e+02
6.414051018562309991e+01,4.266000692073448022e+02
6.198804385236290670e+01,4.266000692073448022e+02
6.097135815524647739e+01,4.266000692073448022e+02
6.368651110529258830e+01,4.266000692073448022e+02
5.875565615516477180e+01,4.266000692073448022e+02
5.912035527216887942e+01,4.266000692073448022e+02
6.114713406041769872e+01,4.266000692073448022e+02
6.951953185447644046e+01,4.266000692073448022e+02
6.907563562526718215e+01,4.266000692073448022e+02
6.927548210969709430e+01,4.266000692073448022e+02
6.364269711253689366e+01,4.266000692073448022e+02
6.400152834670181790e+01,4.266000692073448022e+02
6.816602704627483433e+01,4.266000692073448022e+02
7.032307350839791127e+01,4.266000692073448022e+02
8.533321783626422530e+01,4.266000692073448022e+02
8.285526534487502204e+01,4.266000692073448022e+02
8.246573292512275088e+01,4.266000692073448022e+02
8.848837184466984240e+01,4.266000692073448022e+02
8.960347117228236868e+01,4.266000692073448022e+02
8.939359295746069733e+01,4.266000692073448022e+02
8.050309942760637227e+01,4.266000692073448022e+02
7.603906679680727621e+01,4.266000692073448022e+02
7.811107928477301243e+01,4.266000692073448022e+02
8.218948918009229487e+01,4.266000692073448022e+02
8.289446607246124188e+01,4.266000692073448022e+02
8.541625931104741198e+01,4.266000692073448022e+02
8.119875055152363075e+01,4.266000692073448022e+02
8.768650142286053040e+01,4.266000692073448022e+02
8.605715280749851104e+01,4.266000692073448022e+02
8.841435426153492472e+01,4.266000692073448022e+02
8.330011430881552315e+01,4.266000692073448022e+02
8.130772772081834887e+01,4.266000692073448022e+02
8.043927597769814497e+01,4.266000692073448022e+02
8.648918757036187799e+01,4.266000692073448022e+02
8.648918757036187799e+01,4.266000692073448022e+02
8.556078086925016635e+01,4.266000692073448022e+02
8.746594955764054191e+01,4.266000692073448022e+02
8.532468154857048148e+01,4.266000692073448022e+02
7.964417948947514958e+01,4.266000692073448022e+02
1.969347065790464057e+02,4.266000692073448022e+02
1.927516262787170831e+02,4.266000692073448022e+02
1.915814233003737286e+02,4.266000692073448022e+02
2.606866286222544886e+02,4.266000692073448022e+02
2.576579098598128326e+02,4.266000692073448022e+02
2.574456805650632418e+02,4.266000692073448022e+02
2.684214675523126061e+02,4.266000692073448022e+02
2.696079734555197547e+02,4.266000692073448022e+02
2.666210839504951764e+02,4.266000692073448022e+02
2.654773064226615702e+02,4.266000692073448022e+02
2.666443532388584572e+02,4.266000692073448022e+02
7.391579665968718871e+01,4.266000692073448022e+02
7.988246027888185097e+01,4.266000692073448022e+02
8.324687926363878887e+01,4.266000692073448022e+02
8.365015866603896200e+01,4.266000692073448022e+02
8.566886839156951794e+01,4.266000692073448022e+02
8.569964004158923387e+01,4.266000692073448022e+02
8.569964004158923387e+01,4.266000692073448022e+02
8.033531584665740866e+01,4.266000692073448022e+02
8.124573961529503663e+01,4.266000692073448022e+02
7.756569041353974114e+01,4.266000692073448022e+02
7.876747004507836891e+01,4.266000692073448022e+02
8.556127275235240859e+01,4.266000692073448022e+02
8.737357490929814219e+01,4.266000692073448022e+02
8.639047578171826558e+01,4.266000692073448022e+02
8.654190851906267312e+01,4.266000692073448022e+02
8.553995871771613224e+01,4.266000692073448022e+02
8.835575728959300079e+01,4.266000692073448022e+02
8.855888341545751530e+01,4.266000692073448022e+02
9.527326773984592023e+01,4.266000692073448022e+02
7.848916949841236601e+01,4.266000692073448022e+02
8.490440514157282337e+01,4.266000692073448022e+02
7.688358916084038697e+01,4.266000692073448022e+02
7.652658334668909390e+01,4.266000692073448022e+02
7.007226242480270173e+01,4.266000692073448022e+02
7.154507922977539636e+01,4.266000692073448022e+02
7.193360639401306855e+01,4.266000692073448022e+02
8.186150849418709186e+01,4.266000692073448022e+02
9.831978296459769240e+01,4.266000692073448022e+02
8.244662540615969704e+01,4.266000692073448022e+02
8.610635430481804065e+01,4.266000692073448022e+02
8.615514734447512524e+01,4.266000692073448022e+02
8.191324514393421907e+01,4.266000692073448022e+02
9.590737553078044186e+01,4.266000692073448022e+02
1.055239331039097834e+02,4.266000692073448022e+02
8.943264918153975884e+01,4.266000692073448022e+02
9.788680031175101703e+01,4.266000692073448022e+02
9.380376160226306581e+01,4.266000692073448022e+02
8.699911972306817631e+01,4.266000692073448022e+02
7.475726703846753196e+01,4.266000692073448022e+02
7.260241085222337176e+01,4.266000692073448022e+02
7.701713605338591151e+01,4.266000692073448022e+02
8.299707967919808027e+01,4.266000692073448022e+02
7.835070148197655726e+01,4.266000692073448022e+02
7.863115788189294619e+01,4.266000692073448022e+02
6.730948397183591680e+01,4.266000692073448022e+02
6.685263502950613201e+01,4.266000692073448022e+02
6.612858767956522854e+01,4.266000692073448022e+02
6.578839293667910226e+01,4.266000692073448022e+02
8.595814150283467825e+01,4.266000692073448022e+02
8.488752221826817390e+01,4.266000692073448022e+02
8.954165507049708594e+01,4.266000692073448022e+02
8.709102784615387804e+01,4.266000692073448022e+02
8.666384489750701903e+01,4.266000692073448022e+02
6.815451349332934683e+01,4.266000692073448022e+02
7.133528196338602356e+01,4.266000692073448022e+02
7.414917582448590849e+01,4.266000692073448022e+02
7.896495370503596689e+01,4.266000692073448022e+02
7.631242606555888131e+01,4.266000692073448022e+02
7.651277268907337259e+01,4.266000692073448022e+02
7.650467589657479550e+01,4.266000692073448022e+02
7.319685297771549415e+01,4.266000692073448022e+02
9.317843406554871422e+01,4.266000692073448022e+02
9.380629856911053821e+01,4.266000692073448022e+02
1.102722113318728674e+02,4.266000692073448022e+02
9.310862495650769688e+01,4.266000692073448022e+02
9.076471225391431119e+01,4.266000692073448022e+02
6.831207251865696151e+01,4.266000692073448022e+02
6.476477733596323105e+01,4.266000692073448022e+02
6.427495859388024257e+01,4.266000692073448022e+02
6.510781934835604545e+01,4.266000692073448022e+02
6.282109754095253606e+01,4.266000692073448022e+02
7.165472701899456354e+01,4.266000692073448022e+02
6.813041901171317249e+01,4.266000692073448022e+02
7.636479027370899075e+01,4.266000692073448022e+02
7.483424050989250986e+01,4.266000692073448022e+02
7.615628951783463663e+01,4.266000692073448022e+02
7.576437226783103540e+01,4.266000692073448022e+02
8.905537092659351117e+01,4.266000692073448022e+02
8.695615292637000948e+01,4.266000692073448022e+02
8.355708739691746700e+01,4.266000692073448022e+02
7.530913037629348139e+01,4.266000692073448022e+02
7.383577144189438002e+01,4.266000692073448022e+02
7.318557556272975262e+01,4.266000692073448022e+02
8.174399849880829549e+01,4.266000692073448022e+02
7.874551233815765272e+01,4.266000692073448022e+02
7.846216376731267417e+01,4.266000692073448022e+02
7.548190366232400095e+01,4.266000692073448022e+02
6.949615466051395174e+01,4.266000692073448022e+02
6.382663221260968811e+01,4.266000692073448022e+02
6.385720177116646568e+01,4.266000692073448022e+02
6.371734098043312855e+01,4.266000692073448022e+02
6.240090378708011798e+01,4.266000692073448022e+02
6.305223549980136966e+01,4.266000692073448022e+02
6.296292112584582412e+01,4.266000692073448022e+02
6.708016187096771432e+01,4.266000692073448022e+02
6.984476337185633099e+01,4.266000692073448022e+02
6.987365256824858761e+01,4.266000692073448022e+02
7.525916799528989998e+01,4.266000692073448022e+02
7.525916799528989998e+01,4.266000692073448022e+02
7.980384912506251283e+01,4.266000692073448022e+02
8.534408528461752041e+01,4.266000692073448022e+02
8.501386484056588699e+01,4.266000692073448022e+02
9.644911662811260555e+01,4.266000692073448022e+02
9.510901050577865590e+01,4.266000692073448022e+02
8.439809972579908504e+01,4.266000692073448022e+02
8.129887916808944226e+01,4.266000692073448022e+02
8.486979087602995264e+01,4.266000692073448022e+02
8.274858930494271192e+01,4.266000692073448022e+02
8.147017023066617014e+01,4.266000692073448022e+02
8.371392410576694942e+01,4.266000692073448022e+02
8.036932455940258535e+01,4.266000692073448022e+02
