# energy, temperature
7.976360995153015665e+01,nan
7.680114551242512277e+01,nan
7.680114551242512277e+01,nan
7.680114551242512277e+01,nan
7.680114551242512277e+01,nan
7.680114551242512277e+01,nan
7.281274443960691656e+01,nan
7.281274443960691656e+01,nan
7.281274443960691656e+01,nan
7.281274443960691656e+01,nan
7.281274443960691656e+01,nan
7.273464223083915670e+01,nan
7.273464223083915670e+01,nan
7.273464223083915670e+01,nan
7.273464223083915670e+01,nan
6.704074633406169426e+01,nan
6.265278886832305005e+01,nan
6.160415435415593066e+01,nan
6.099074827600556858e+01,nan
5.853998747546548742e+01,nan
5.815984736691713408e+01,nan
5.815984736691713408e+01,nan
5.815984736691713408e+01,nan
5.815984736691713408e+01,nan
5.626676221905300679e+01,nan
5.625188629010487773e+01,nan
5.625188629010487773e+01,nan
5.625188629010487773e+01,nan
5.476100492803565345e+01,nan
5.476100492803565345e+01,nan
5.476100492803565345e+01,nan
5.397902861276882902e+01,nan
5.397902861276882902e+01,nan
5.397902861276882902e+01,nan
5.397902861276882902e+01,nan
5.384694792608404867e+01,nan
5.384694792608404867e+01,nan
5.384694792608404867e+01,nan
5.355592089374880516e+01,nan
5.355592089374880516e+01,nan
5.355592089374880516e+01,nan
5.355592089374880516e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230487872367320534e+01,nan
5.230352276336071782e+01,nan
5.230352276336071782e+01,nan
5.210957279771227491e+01,nan
5.210957279771227491e+01,nan
5.210957279771227491e+01,nan
5.210957279771227491e+01,nan
5.210957279771227491e+01,nan
5.210957279771227491e+01,nan
5.210957279771227491e+01,nan
5.210957279771227491e+01,nan
5.201446420523430447e+01,nan
5.201446420523430447e+01,nan
5.201446420523430447e+01,nan
5.201446420523430447e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.195112581429524568e+01,nan
5.172391066777389312e+01,nan
5.171959070500798106e+01,nan
5.171959070500798106e+01,nan
5.171959070500798106e+01,nan
5.171959070500798106e+01,nan
5.171959070500798106e+01,nan
5.171959070500798106e+01,nan
5.171959070500798106e+01,nan
5.171959070500798106e+01,nan
5.171959070500798106e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
5.123272981017550620e+01,nan
